country,year,sex,age,suicides_no,population,suicides/100k pop,country-year,HDI for year, gdp_for_year ($) ,gdp_per_capita ($),generation,suicides_per_100k
Brazil,1989,0,3,35,17011362,0.21,Brazil1989,,"425,595,310,000",3310,Generation X,0.205744842770379
Brazil,1989,1,3,28,17445679,0.16,Brazil1989,,"425,595,310,000",3310,Generation X,0.1604981955703759
Brazil,1990,1,5,151,689024,21.92,Brazil1990,0.608,"461,951,782,000",3516,G.I. Generation,21.9150566598551
Brazil,1990,1,4,601,5570146,10.79,Brazil1990,0.608,"461,951,782,000",3516,G.I. Generation,10.78966332300805
Brazil,1990,1,2,1127,14165486,7.96,Brazil1990,0.608,"461,951,782,000",3516,Silent,7.955957176478096
Brazil,1990,1,1,945,12198761,7.75,Brazil1990,0.608,"461,951,782,000",3516,Boomers,7.7466883726962115
Brazil,1990,1,0,731,14568361,5.02,Brazil1990,0.608,"461,951,782,000",3516,Generation X,5.017722995743997
Brazil,1990,0,5,38,1117615,3.4,Brazil1990,0.608,"461,951,782,000",3516,G.I. Generation,3.400097529113335
Brazil,1990,0,4,196,6431086,3.05,Brazil1990,0.608,"461,951,782,000",3516,G.I. Generation,3.047696765367467
Brazil,1990,0,2,394,14711203,2.68,Brazil1990,0.608,"461,951,782,000",3516,Silent,2.678231005309355
Brazil,1990,0,0,304,14548740,2.09,Brazil1990,0.608,"461,951,782,000",3516,Generation X,2.0895280278567077
Brazil,1990,0,1,250,12392001,2.02,Brazil1990,0.608,"461,951,782,000",3516,Boomers,2.017430437586311
Brazil,1990,1,3,34,17729894,0.19,Brazil1990,0.608,"461,951,782,000",3516,Generation X,0.1917665159193845
Brazil,1990,0,3,32,17265236,0.19,Brazil1990,0.608,"461,951,782,000",3516,Generation X,0.18534354236455267
Brazil,1991,1,5,153,725105,21.1,Brazil1991,,"602,860,000,000",4490,G.I. Generation,21.100392356968992
Brazil,1991,1,4,660,5727704,11.52,Brazil1991,,"602,860,000,000",4490,Silent,11.52294182799949
Brazil,1991,1,2,1334,14626951,9.12,Brazil1991,,"602,860,000,000",4490,Boomers,9.120150877650442
Brazil,1991,1,1,1002,12481850,8.03,Brazil1991,,"602,860,000,000",4490,Boomers,8.027656156739585
Brazil,1991,1,0,771,14774615,5.22,Brazil1991,,"602,860,000,000",4490,Generation X,5.218410090550583
Brazil,1991,0,4,222,6630160,3.35,Brazil1991,,"602,860,000,000",4490,Silent,3.3483354851164977
Brazil,1991,0,5,38,1172662,3.24,Brazil1991,,"602,860,000,000",4490,G.I. Generation,3.240490439700442
Brazil,1991,0,2,331,15218376,2.18,Brazil1991,,"602,860,000,000",4490,Boomers,2.1750021158630855
Brazil,1991,0,1,266,12700804,2.09,Brazil1991,,"602,860,000,000",4490,Boomers,2.0943556014249176
Brazil,1991,0,0,303,14737389,2.06,Brazil1991,,"602,860,000,000",4490,Generation X,2.0559951291236187
Brazil,1991,1,3,41,17989977,0.23,Brazil1991,,"602,860,000,000",4490,Millenials,0.22790468270192898
Brazil,1991,0,3,35,17496257,0.2,Brazil1991,,"602,860,000,000",4490,Millenials,0.20004278629423425
Brazil,1992,1,5,146,754020,19.36,Brazil1992,,"400,599,250,000",2924,G.I. Generation,19.362881621177156
Brazil,1992,1,4,643,5899574,10.9,Brazil1992,,"400,599,250,000",2924,Silent,10.899092036136848
Brazil,1992,1,2,1408,15081747,9.34,Brazil1992,,"400,599,250,000",2924,Boomers,9.335788486572543
Brazil,1992,1,1,981,12740352,7.7,Brazil1992,,"400,599,250,000",2924,Boomers,7.699944240159142
Brazil,1992,1,0,816,14998739,5.44,Brazil1992,,"400,599,250,000",2924,Generation X,5.440457361115491
Brazil,1992,0,5,36,1221291,2.95,Brazil1992,,"400,599,250,000",2924,G.I. Generation,2.9477004252057863
Brazil,1992,0,2,391,15718299,2.49,Brazil1992,,"400,599,250,000",2924,Boomers,2.487546521414308
Brazil,1992,0,4,166,6848963,2.42,Brazil1992,,"400,599,250,000",2924,Silent,2.4237245842910817
Brazil,1992,0,1,262,12985784,2.02,Brazil1992,,"400,599,250,000",2924,Boomers,2.0175909286647613
Brazil,1992,0,0,283,14937179,1.89,Brazil1992,,"400,599,250,000",2924,Generation X,1.8946013835678075
Brazil,1992,1,3,39,18169763,0.21,Brazil1992,,"400,599,250,000",2924,Millenials,0.21464231536756972
Brazil,1992,0,3,36,17651310,0.2,Brazil1992,,"400,599,250,000",2924,Millenials,0.203950868235842
Brazil,1993,1,5,168,776516,21.64,Brazil1993,,"437,798,577,640",3136,G.I. Generation,21.635098310916966
Brazil,1993,1,4,628,6082548,10.32,Brazil1993,,"437,798,577,640",3136,Silent,10.324620537314296
Brazil,1993,1,1,1183,12975409,9.12,Brazil1993,,"437,798,577,640",3136,Boomers,9.117246323410692
Brazil,1993,1,2,1374,15546851,8.84,Brazil1993,,"437,798,577,640",3136,Boomers,8.837802587803793
Brazil,1993,1,0,917,15249319,6.01,Brazil1993,,"437,798,577,640",3136,Generation X,6.013383286165107
Brazil,1993,0,5,33,1265590,2.61,Brazil1993,,"437,798,577,640",3136,G.I. Generation,2.6074795154828974
Brazil,1993,0,4,182,7082827,2.57,Brazil1993,,"437,798,577,640",3136,Silent,2.569595445434429
Brazil,1993,0,0,334,15156899,2.2,Brazil1993,,"437,798,577,640",3136,Generation X,2.2036169799640413
Brazil,1993,0,2,346,16228348,2.13,Brazil1993,,"437,798,577,640",3136,Boomers,2.1320716070421954
Brazil,1993,0,1,261,13246132,1.97,Brazil1993,,"437,798,577,640",3136,Boomers,1.9703865249115742
Brazil,1993,1,3,51,18272195,0.28,Brazil1993,,"437,798,577,640",3136,Millenials,0.2791126079816902
Brazil,1993,0,3,31,17732843,0.17,Brazil1993,,"437,798,577,640",3136,Millenials,0.17481686382719341
Brazil,1994,1,5,180,793671,22.68,Brazil1994,,"558,111,997,497",3925,G.I. Generation,22.679422581901065
Brazil,1994,1,4,725,6270191,11.56,Brazil1994,,"558,111,997,497",3925,Silent,11.562646177763963
Brazil,1994,1,1,1228,13187454,9.31,Brazil1994,,"558,111,997,497",3925,Boomers,9.311880822484765
Brazil,1994,1,2,1436,16047095,8.95,Brazil1994,,"558,111,997,497",3925,Boomers,8.94866017805715
Brazil,1994,1,0,988,15533989,6.36,Brazil1994,,"558,111,997,497",3925,Generation X,6.360246553541399
Brazil,1994,0,5,39,1307893,2.98,Brazil1994,,"558,111,997,497",3925,G.I. Generation,2.981895307949504
Brazil,1994,0,0,372,15405279,2.41,Brazil1994,,"558,111,997,497",3925,Generation X,2.4147566558190863
Brazil,1994,0,4,174,7323575,2.38,Brazil1994,,"558,111,997,497",3925,Silent,2.37588882478844
Brazil,1994,0,2,369,16774482,2.2,Brazil1994,,"558,111,997,497",3925,Boomers,2.1997698647266724
Brazil,1994,0,1,291,13479427,2.16,Brazil1994,,"558,111,997,497",3925,Boomers,2.1588454761467233
Brazil,1994,1,3,48,18311628,0.26,Brazil1994,,"558,111,997,497",3925,Millenials,0.262128522925433
Brazil,1994,0,3,46,17753766,0.26,Brazil1994,,"558,111,997,497",3925,Millenials,0.2590999565951247
Brazil,1995,1,5,180,806015,22.33,Brazil1995,0.648,"769,305,386,183",5313,G.I. Generation,22.332090593847507
Brazil,1995,1,4,812,6459129,12.57,Brazil1995,0.648,"769,305,386,183",5313,Silent,12.571354434940066
Brazil,1995,1,2,1703,16593682,10.26,Brazil1995,0.648,"769,305,386,183",5313,Boomers,10.262942245126789
Brazil,1995,1,1,1318,13377021,9.85,Brazil1995,0.648,"769,305,386,183",5313,Generation X,9.852716834338526
Brazil,1995,1,0,1084,15852481,6.84,Brazil1995,0.648,"769,305,386,183",5313,Generation X,6.838046360061873
Brazil,1995,0,5,42,1349701,3.11,Brazil1995,0.648,"769,305,386,183",5313,G.I. Generation,3.1118003172554514
Brazil,1995,0,4,208,7566176,2.75,Brazil1995,0.648,"769,305,386,183",5313,Silent,2.749076944549003
Brazil,1995,0,2,450,17368864,2.59,Brazil1995,0.648,"769,305,386,183",5313,Boomers,2.5908430165611294
Brazil,1995,0,1,318,13683822,2.32,Brazil1995,0.648,"769,305,386,183",5313,Generation X,2.3239121350745426
Brazil,1995,0,0,347,15683286,2.21,Brazil1995,0.648,"769,305,386,183",5313,Generation X,2.212546528833307
Brazil,1995,1,3,38,18309246,0.21,Brazil1995,0.648,"769,305,386,183",5313,Millenials,0.20754541175535027
Brazil,1995,0,3,36,17734168,0.2,Brazil1995,0.648,"769,305,386,183",5313,Millenials,0.2029979641559728
Brazil,1996,1,5,176,861847,20.42,Brazil1996,,"850,426,432,992",5771,G.I. Generation,20.42125806552671
Brazil,1996,1,4,798,6651122,12.0,Brazil1996,,"850,426,432,992",5771,Silent,11.997975679892805
Brazil,1996,1,2,1827,17150145,10.65,Brazil1996,,"850,426,432,992",5771,Boomers,10.65297115563746
Brazil,1996,1,1,1265,13533249,9.35,Brazil1996,,"850,426,432,992",5771,Generation X,9.347348888651942
Brazil,1996,1,0,1164,16172705,7.2,Brazil1996,,"850,426,432,992",5771,Generation X,7.1973117669554965
Brazil,1996,0,5,52,1426991,3.64,Brazil1996,,"850,426,432,992",5771,G.I. Generation,3.644031391928891
Brazil,1996,0,4,202,7790591,2.59,Brazil1996,,"850,426,432,992",5771,Silent,2.5928713238828736
Brazil,1996,0,2,448,17981388,2.49,Brazil1996,,"850,426,432,992",5771,Boomers,2.4914650637648217
Brazil,1996,0,0,347,15978838,2.17,Brazil1996,,"850,426,432,992",5771,Generation X,2.17162224186765
Brazil,1996,0,1,299,13851001,2.16,Brazil1996,,"850,426,432,992",5771,Generation X,2.158688747477529
Brazil,1996,1,3,70,18270623,0.38,Brazil1996,,"850,426,432,992",5771,Millenials,0.38312869791030113
Brazil,1996,0,3,50,17684630,0.28,Brazil1996,,"850,426,432,992",5771,Millenials,0.2827313887822363
Brazil,1997,1,5,219,915653,23.92,Brazil1997,,"883,199,625,325",5891,G.I. Generation,23.91735733951617
Brazil,1997,1,4,895,6842729,13.08,Brazil1997,,"883,199,625,325",5891,Silent,13.079576876418749
Brazil,1997,1,2,1856,17744763,10.46,Brazil1997,,"883,199,625,325",5891,Boomers,10.459424000196565
Brazil,1997,1,1,1349,13664422,9.87,Brazil1997,,"883,199,625,325",5891,Generation X,9.872353181129798
Brazil,1997,1,0,1102,16523208,6.67,Brazil1997,,"883,199,625,325",5891,Generation X,6.669407054610702
Brazil,1997,0,5,44,1503183,2.93,Brazil1997,,"883,199,625,325",5891,G.I. Generation,2.927121980490732
Brazil,1997,0,2,507,18634217,2.72,Brazil1997,,"883,199,625,325",5891,Boomers,2.7208012013598424
Brazil,1997,0,4,202,8017560,2.52,Brazil1997,,"883,199,625,325",5891,Silent,2.519469763868309
Brazil,1997,0,1,282,13987171,2.02,Brazil1997,,"883,199,625,325",5891,Generation X,2.016133212355808
Brazil,1997,0,0,327,16301577,2.01,Brazil1997,,"883,199,625,325",5891,Generation X,2.0059408976199053
Brazil,1997,0,3,55,17600190,0.31,Brazil1997,,"883,199,625,325",5891,Millenials,0.3124966264568735
Brazil,1997,1,3,53,18197954,0.29,Brazil1997,,"883,199,625,325",5891,Millenials,0.29124153187770446
Brazil,1998,1,5,217,968599,22.4,Brazil1998,,"863,723,411,633",5663,G.I. Generation,22.403492053987254
Brazil,1998,1,4,931,7040369,13.22,Brazil1998,,"863,723,411,633",5663,Silent,13.22373869892331
Brazil,1998,1,2,1902,18361729,10.36,Brazil1998,,"863,723,411,633",5663,Boomers,10.358501642192845
Brazil,1998,1,1,1288,13787276,9.34,Brazil1998,,"863,723,411,633",5663,Generation X,9.341946879136966
Brazil,1998,1,0,1089,16881408,6.45,Brazil1998,,"863,723,411,633",5663,Generation X,6.450883717756244
Brazil,1998,0,5,55,1580747,3.48,Brazil1998,,"863,723,411,633",5663,G.I. Generation,3.4793676660464956
Brazil,1998,0,4,197,8252694,2.39,Brazil1998,,"863,723,411,633",5663,Silent,2.3870992914556144
Brazil,1998,0,2,458,19311067,2.37,Brazil1998,,"863,723,411,633",5663,Boomers,2.37169701705245
Brazil,1998,0,1,324,14109075,2.3,Brazil1998,,"863,723,411,633",5663,Generation X,2.2963943419394965
Brazil,1998,0,0,364,16629063,2.19,Brazil1998,,"863,723,411,633",5663,Generation X,2.1889387273353886
Brazil,1998,1,3,50,18105835,0.28,Brazil1998,,"863,723,411,633",5663,Millenials,0.2761540685640845
Brazil,1998,0,3,47,17496449,0.27,Brazil1998,,"863,723,411,633",5663,Millenials,0.26862593661148043
Brazil,1999,1,5,214,1022378,20.93,Brazil1999,,"599,388,579,986",3864,G.I. Generation,20.93159281596435
Brazil,1999,1,4,818,7252947,11.28,Brazil1999,,"599,388,579,986",3864,Silent,11.278174237313468
Brazil,1999,1,2,1897,18977263,10.0,Brazil1999,,"599,388,579,986",3864,Boomers,9.99617278845743
Brazil,1999,1,1,1199,13927042,8.61,Brazil1999,,"599,388,579,986",3864,Generation X,8.609150457074804
Brazil,1999,1,0,1103,17212692,6.41,Brazil1999,,"599,388,579,986",3864,Generation X,6.408062143911017
Brazil,1999,0,4,188,8504649,2.21,Brazil1999,,"599,388,579,986",3864,Silent,2.2105556619679425
Brazil,1999,0,2,426,19987055,2.13,Brazil1999,,"599,388,579,986",3864,Boomers,2.1313795354042906
Brazil,1999,0,5,35,1662705,2.11,Brazil1999,,"599,388,579,986",3864,G.I. Generation,2.105003593541849
Brazil,1999,0,1,259,14242229,1.82,Brazil1999,,"599,388,579,986",3864,Generation X,1.8185355677120483
Brazil,1999,0,0,281,16927682,1.66,Brazil1999,,"599,388,579,986",3864,Generation X,1.6600028285030402
Brazil,1999,1,3,50,18012783,0.28,Brazil1999,,"599,388,579,986",3864,Millenials,0.27758064925336634
Brazil,1999,0,3,37,17392648,0.21,Brazil1999,,"599,388,579,986",3864,Millenials,0.21273356420482956
Brazil,2000,1,5,215,1077633,19.95,Brazil2000,0.683,"655,420,645,477",4156,G.I. Generation,19.95113364197273
Brazil,2000,1,4,900,7486883,12.02,Brazil2000,0.683,"655,420,645,477",4156,Silent,12.021023969521094
Brazil,2000,1,2,1989,19576126,10.16,Brazil2000,0.683,"655,420,645,477",4156,Boomers,10.160335093879146
Brazil,2000,1,1,1200,14100257,8.51,Brazil2000,0.683,"655,420,645,477",4156,Generation X,8.510483177717965
Brazil,2000,1,0,1037,17494250,5.93,Brazil2000,0.683,"655,420,645,477",4156,Generation X,5.927661946067993
Brazil,2000,0,5,45,1750820,2.57,Brazil2000,0.683,"655,420,645,477",4156,G.I. Generation,2.570224237785723
Brazil,2000,0,4,220,8779652,2.51,Brazil2000,0.683,"655,420,645,477",4156,Silent,2.5057940793097493
Brazil,2000,0,2,456,20645897,2.21,Brazil2000,0.683,"655,420,645,477",4156,Boomers,2.208671291927883
Brazil,2000,0,0,345,17175577,2.01,Brazil2000,0.683,"655,420,645,477",4156,Generation X,2.008666142627989
Brazil,2000,0,1,271,14403448,1.88,Brazil2000,0.683,"655,420,645,477",4156,Generation X,1.8814939311753687
Brazil,2000,0,3,43,17298023,0.25,Brazil2000,0.683,"655,420,645,477",4156,Millenials,0.2485833207644596
Brazil,2000,1,3,42,17927425,0.23,Brazil2000,0.683,"655,420,645,477",4156,Millenials,0.23427792892732782
Brazil,2001,1,5,244,1162417,20.99,Brazil2001,,"559,372,276,082",3492,Silent,20.990746005951394
Brazil,2001,1,4,964,7721938,12.48,Brazil2001,,"559,372,276,082",3492,Silent,12.483912717247923
Brazil,2001,1,2,2227,20128463,11.06,Brazil2001,,"559,372,276,082",3492,Boomers,11.063934687909354
Brazil,2001,1,1,1398,14294493,9.78,Brazil2001,,"559,372,276,082",3492,Generation X,9.779990098284703
Brazil,2001,1,0,1262,17698960,7.13,Brazil2001,,"559,372,276,082",3492,Millenials,7.130362461975166
Brazil,2001,0,2,578,21260886,2.72,Brazil2001,,"559,372,276,082",3492,Boomers,2.7186073054528395
Brazil,2001,0,4,206,9044684,2.28,Brazil2001,,"559,372,276,082",3492,Silent,2.277580952524157
Brazil,2001,0,0,393,17361833,2.26,Brazil2001,,"559,372,276,082",3492,Millenials,2.263585878288312
Brazil,2001,0,5,41,1866958,2.2,Brazil2001,,"559,372,276,082",3492,Silent,2.1960858251765707
Brazil,2001,0,1,286,14578443,1.96,Brazil2001,,"559,372,276,082",3492,Generation X,1.961800721791758
Brazil,2001,1,3,58,17846905,0.32,Brazil2001,,"559,372,276,082",3492,Millenials,0.3249863211576461
Brazil,2001,0,3,53,17212816,0.31,Brazil2001,,"559,372,276,082",3492,Millenials,0.30791010605121205
Brazil,2002,1,5,219,1249499,17.53,Brazil2002,,"507,962,487,700",3121,Silent,17.527024831552488
Brazil,2002,1,4,937,7980513,11.74,Brazil2002,,"507,962,487,700",3121,Silent,11.741099851601017
Brazil,2002,1,2,2178,20679204,10.53,Brazil2002,,"507,962,487,700",3121,Boomers,10.53232029627446
Brazil,2002,1,1,1388,14524576,9.56,Brazil2002,,"507,962,487,700",3121,Generation X,9.556216993873006
Brazil,2002,1,0,1226,17863758,6.86,Brazil2002,,"507,962,487,700",3121,Millenials,6.863057594040402
Brazil,2002,0,5,62,1988353,3.12,Brazil2002,,"507,962,487,700",3121,Silent,3.1181585965872256
Brazil,2002,0,2,607,21872177,2.78,Brazil2002,,"507,962,487,700",3121,Boomers,2.775215288354698
Brazil,2002,0,4,225,9337808,2.41,Brazil2002,,"507,962,487,700",3121,Silent,2.4095590742495454
Brazil,2002,0,0,411,17507998,2.35,Brazil2002,,"507,962,487,700",3121,Millenials,2.3474985546605613
Brazil,2002,0,1,334,14784790,2.26,Brazil2002,,"507,962,487,700",3121,Generation X,2.2590784177522982
Brazil,2002,0,3,55,17166101,0.32,Brazil2002,,"507,962,487,700",3121,Millenials,0.32039890712515323
Brazil,2002,1,3,55,17806637,0.31,Brazil2002,,"507,962,487,700",3121,Millenials,0.30887359583957374
Brazil,2003,1,5,220,1335479,16.47,Brazil2003,,"558,319,920,832",3376,Silent,16.47349003615931
Brazil,2003,1,4,1002,8263894,12.13,Brazil2003,,"558,319,920,832",3376,Silent,12.12503451762571
Brazil,2003,1,2,2299,21219095,10.83,Brazil2003,,"558,319,920,832",3376,Boomers,10.83458083391398
Brazil,2003,1,1,1394,14785559,9.43,Brazil2003,,"558,319,920,832",3376,Generation X,9.428118341687318
Brazil,2003,1,0,1259,17983317,7.0,Brazil2003,,"558,319,920,832",3376,Millenials,7.000933142645487
Brazil,2003,0,2,559,22469397,2.49,Brazil2003,,"558,319,920,832",3376,Boomers,2.4878282225375252
Brazil,2003,0,5,51,2111283,2.42,Brazil2003,,"558,319,920,832",3376,Silent,2.415592793576228
Brazil,2003,0,0,413,17607810,2.35,Brazil2003,,"558,319,920,832",3376,Millenials,2.345550071246793
Brazil,2003,0,4,212,9660156,2.19,Brazil2003,,"558,319,920,832",3376,Silent,2.1945815367784953
Brazil,2003,0,1,325,15019057,2.16,Brazil2003,,"558,319,920,832",3376,Generation X,2.1639174816368296
Brazil,2003,1,3,60,17794355,0.34,Brazil2003,,"558,319,920,832",3376,Millenials,0.33718558497905654
Brazil,2003,0,3,45,17147509,0.26,Brazil2003,,"558,319,920,832",3376,Millenials,0.26242878776153433
Brazil,2004,1,5,270,1415780,19.07,Brazil2004,,"669,316,654,017",3984,Silent,19.07075958129088
Brazil,2004,1,4,994,8573117,11.59,Brazil2004,,"669,316,654,017",3984,Silent,11.59438276650138
Brazil,2004,1,2,2230,21738104,10.26,Brazil2004,,"669,316,654,017",3984,Boomers,10.25848436459776
Brazil,2004,1,1,1475,15070514,9.79,Brazil2004,,"669,316,654,017",3984,Generation X,9.787323776747098
Brazil,2004,1,0,1275,18054195,7.06,Brazil2004,,"669,316,654,017",3984,Millenials,7.062070615721166
Brazil,2004,0,2,606,23041317,2.63,Brazil2004,,"669,316,654,017",3984,Boomers,2.630057995382816
Brazil,2004,0,4,237,10012930,2.37,Brazil2004,,"669,316,654,017",3984,Silent,2.366939547165515
Brazil,2004,0,5,51,2230220,2.29,Brazil2004,,"669,316,654,017",3984,Silent,2.286769915075643
Brazil,2004,0,0,403,17657631,2.28,Brazil2004,,"669,316,654,017",3984,Millenials,2.2822993639407234
Brazil,2004,0,1,347,15276057,2.27,Brazil2004,,"669,316,654,017",3984,Generation X,2.2715285757312897
Brazil,2004,0,3,59,17135875,0.34,Brazil2004,,"669,316,654,017",3984,Millenials,0.3443068999978116
Brazil,2004,1,3,48,17787328,0.27,Brazil2004,,"669,316,654,017",3984,Millenials,0.2698550338758019
Brazil,2005,1,5,297,1488505,19.95,Brazil2005,0.702,"891,630,175,813",5230,Silent,19.95290576786776
Brazil,2005,1,4,1175,8908847,13.19,Brazil2005,0.702,"891,630,175,813",5230,Silent,13.189136596464168
Brazil,2005,1,2,2490,22232378,11.2,Brazil2005,0.702,"891,630,175,813",5230,Boomers,11.199881542136428
Brazil,2005,1,1,1464,15374079,9.52,Brazil2005,0.702,"891,630,175,813",5230,Generation X,9.5225216417842
Brazil,2005,1,0,1247,18077858,6.9,Brazil2005,0.702,"891,630,175,813",5230,Millenials,6.897941116696457
Brazil,2005,0,2,664,23583263,2.82,Brazil2005,0.702,"891,630,175,813",5230,Boomers,2.815556100103705
Brazil,2005,0,4,259,10396739,2.49,Brazil2005,0.702,"891,630,175,813",5230,Silent,2.4911657395650697
Brazil,2005,0,1,369,15551589,2.37,Brazil2005,0.702,"891,630,175,813",5230,Generation X,2.3727478909068394
Brazil,2005,0,0,405,17659079,2.29,Brazil2005,0.702,"891,630,175,813",5230,Millenials,2.293437840104798
Brazil,2005,0,5,53,2343149,2.26,Brazil2005,0.702,"891,630,175,813",5230,Silent,2.26191334823351
Brazil,2005,0,3,54,17107519,0.32,Brazil2005,0.702,"891,630,175,813",5230,Millenials,0.3156506796806714
Brazil,2005,1,3,52,17760955,0.29,Brazil2005,0.702,"891,630,175,813",5230,Millenials,0.29277704943230815
Brazil,2006,1,5,275,1575798,17.45,Brazil2006,,"1,107,640,297,890",6403,Silent,17.451475379458532
Brazil,2006,1,4,1112,9247477,12.02,Brazil2006,,"1,107,640,297,890",6403,Silent,12.02490149475365
Brazil,2006,1,2,2536,22709135,11.17,Brazil2006,,"1,107,640,297,890",6403,Boomers,11.16731218516249
Brazil,2006,1,1,1537,15717099,9.78,Brazil2006,,"1,107,640,297,890",6403,Generation X,9.779158354859252
Brazil,2006,1,0,1293,18063460,7.16,Brazil2006,,"1,107,640,297,890",6403,Millenials,7.158097064460518
Brazil,2006,0,2,708,24105759,2.94,Brazil2006,,"1,107,640,297,890",6403,Boomers,2.937057489042349
Brazil,2006,0,4,265,10786642,2.46,Brazil2006,,"1,107,640,297,890",6403,Silent,2.4567423300040923
Brazil,2006,0,0,387,17631557,2.19,Brazil2006,,"1,107,640,297,890",6403,Millenials,2.194928105328418
Brazil,2006,0,1,333,15862415,2.1,Brazil2006,,"1,107,640,297,890",6403,Generation X,2.099302029356816
Brazil,2006,0,5,47,2466737,1.91,Brazil2006,,"1,107,640,297,890",6403,Silent,1.9053510771517188
Brazil,2006,1,3,64,17731288,0.36,Brazil2006,,"1,107,640,297,890",6403,Millenials,0.36094388630989466
Brazil,2006,0,3,61,17077355,0.36,Brazil2006,,"1,107,640,297,890",6403,Millenials,0.35719817266783993
Brazil,2007,1,5,305,1654216,18.44,Brazil2007,,"1,397,084,345,950",7970,Silent,18.43773727252064
Brazil,2007,1,4,1220,9611434,12.69,Brazil2007,,"1,397,084,345,950",7970,Silent,12.693215185163837
Brazil,2007,1,2,2516,23156759,10.87,Brazil2007,,"1,397,084,345,950",7970,Boomers,10.865078312556607
Brazil,2007,1,1,1609,16075775,10.01,Brazil2007,,"1,397,084,345,950",7970,Generation X,10.008848718024481
Brazil,2007,1,0,1267,17991928,7.04,Brazil2007,,"1,397,084,345,950",7970,Millenials,7.042046855678836
Brazil,2007,0,2,723,24591528,2.94,Brazil2007,,"1,397,084,345,950",7970,Boomers,2.9400369102725135
Brazil,2007,0,4,275,11208413,2.45,Brazil2007,,"1,397,084,345,950",7970,Silent,2.4535141594086514
Brazil,2007,0,1,392,16189977,2.42,Brazil2007,,"1,397,084,345,950",7970,Generation X,2.421251123457433
Brazil,2007,0,0,379,17547530,2.16,Brazil2007,,"1,397,084,345,950",7970,Millenials,2.1598481381710135
Brazil,2007,0,5,51,2581330,1.98,Brazil2007,,"1,397,084,345,950",7970,Silent,1.97572569179454
Brazil,2007,1,3,67,17669069,0.38,Brazil2007,,"1,397,084,345,950",7970,Generation Z,0.3791937198275699
Brazil,2007,0,3,51,17015233,0.3,Brazil2007,,"1,397,084,345,950",7970,Generation Z,0.2997314230137195
Brazil,2008,1,5,318,1728094,18.4,Brazil2008,,"1,695,824,571,927",9555,Silent,18.40177675519966
Brazil,2008,1,4,1204,9996938,12.04,Brazil2008,,"1,695,824,571,927",9555,Silent,12.043687777197379
Brazil,2008,1,2,2608,23591045,11.06,Brazil2008,,"1,695,824,571,927",9555,Boomers,11.055042284053123
Brazil,2008,1,1,1706,16430646,10.38,Brazil2008,,"1,695,824,571,927",9555,Generation X,10.383036674273185
Brazil,2008,1,0,1375,17889839,7.69,Brazil2008,,"1,695,824,571,927",9555,Millenials,7.685927190289415
Brazil,2008,0,2,745,25056164,2.97,Brazil2008,,"1,695,824,571,927",9555,Boomers,2.973320257641992
Brazil,2008,0,4,309,11656750,2.65,Brazil2008,,"1,695,824,571,927",9555,Silent,2.6508246295065088
Brazil,2008,0,0,398,17432076,2.28,Brazil2008,,"1,695,824,571,927",9555,Millenials,2.283147457594838
Brazil,2008,0,1,365,16515414,2.21,Brazil2008,,"1,695,824,571,927",9555,Generation X,2.2100566174120733
Brazil,2008,0,5,52,2693428,1.93,Brazil2008,,"1,695,824,571,927",9555,Silent,1.9306252106980397
Brazil,2008,1,3,55,17566837,0.31,Brazil2008,,"1,695,824,571,927",9555,Generation Z,0.3130899432834721
Brazil,2008,0,3,49,16914401,0.29,Brazil2008,,"1,695,824,571,927",9555,Generation Z,0.2896939714270697
Brazil,2009,1,5,295,1803127,16.36,Brazil2009,,"1,667,019,780,934",9283,Silent,16.360467121838894
Brazil,2009,1,4,1271,10398573,12.22,Brazil2009,,"1,667,019,780,934",9283,Silent,12.222830959594168
Brazil,2009,1,2,2737,24035191,11.39,Brazil2009,,"1,667,019,780,934",9283,Boomers,11.387469315305212
Brazil,2009,1,1,1838,16753314,10.97,Brazil2009,,"1,667,019,780,934",9283,Generation X,10.970963714999911
Brazil,2009,1,0,1270,17794434,7.14,Brazil2009,,"1,667,019,780,934",9283,Millenials,7.137063196278117
Brazil,2009,0,2,768,25523153,3.01,Brazil2009,,"1,667,019,780,934",9283,Boomers,3.009032622262618
Brazil,2009,0,4,301,12124076,2.48,Brazil2009,,"1,667,019,780,934",9283,Silent,2.4826634211134935
Brazil,2009,0,1,351,16810330,2.09,Brazil2009,,"1,667,019,780,934",9283,Generation X,2.0880018417247013
Brazil,2009,0,5,58,2811556,2.06,Brazil2009,,"1,667,019,780,934",9283,Silent,2.0629146280564927
Brazil,2009,0,0,343,17321655,1.98,Brazil2009,,"1,667,019,780,934",9283,Millenials,1.9801803003234968
Brazil,2009,1,3,62,17421892,0.36,Brazil2009,,"1,667,019,780,934",9283,Generation Z,0.35587409220537014
Brazil,2009,0,3,52,16772250,0.31,Brazil2009,,"1,667,019,780,934",9283,Generation Z,0.3100359224313971
Brazil,2010,1,5,358,1882113,19.02,Brazil2010,0.737,"2,208,871,646,203",12161,Silent,19.021174605350474
Brazil,2010,1,4,1236,10813388,11.43,Brazil2010,0.737,"2,208,871,646,203",12161,Silent,11.43027513671016
Brazil,2010,1,1,1832,17023785,10.76,Brazil2010,0.737,"2,208,871,646,203",12161,Generation X,10.761414103855284
